asin;type;name;openbid;price;auction_duration;unixEndDate;endDate;bidders;bids
604;Mobile;Apple iPhone 11 Pro - 256GB - Midnight��Green (Unlocked) Verizon **read**;1.0;585.89;7 days;1619493169.0;27 Apr 2021 at 11:12:49pm PDT;22.0;45.0
247;Mobile;Apple iPhone 11 Pro Max - 64GB - Gold (Unlocked) A2218 (CDMA + GSM);168.0;390.0;5 days;1621827043.0;24 May 2021 at 11:30:43am PDT;18.0;30.0
1342;Mobile;Apple iPhone 8 - 64GB - Space Grey A1905 - Locked/Cracked Screen;0.7425;48.825;7 days;1621643838.0;22 May 2021 at 8:37:18am PDT;16.0;26.0
3695;Game;Microsoft Xbox One S Launch Edition 2TB White Console with Accessories and Games;1.0;355.0;7 days;1620515197.0;9 May 2021 at 7:06:37pm PDT;16.0;52.0
321;Mobile;���崑iaomi Redmi Note 9 Dual Sim 3GB 64GB Smartphone Grey ��� Fast Delivery ����;0.7425;53.25;7 days;1620328738.0;7 May 2021 at 3:18:58am PDT;19.0;35.0
4119;Mobile;Appel iPhone 11 A2111 128GB Black still with Appel Warranty Very Good Condition;0.88;423.28;3 days;1620358475.0;7 May 2021 at 11:34:35am PDT;17.0;35.0
2441;Mobile;Samsung Galaxy Note 8 - 64GB - Black (Unlocked) (Read Description) BJ1132;1.0;172.5;1 day;1620438585.0;8 May 2021 at 9:49:45am PDT;18.0;29.0
122;Mobile;Samsung Galaxy a21s;0.88;120.2872;5 days;1619319007.0;25 Apr 2021 at 10:50:07am PDT;16.0;38.0
2725;Mobile;Samsung Galaxy S10e - 128GB - Blue (Unlocked) (Read Description) BI1116;1.0;231.0;1 day;1619642223.0;29 Apr 2021 at 4:37:03pm PDT;16.0;52.0
581;Mobile;Samsung Galaxy S9 + PLUS 64GB Factory Unlocked Cracked Screen;1.0;51.0;7 days;1619143230.0;23 Apr 2021 at 10:00:30pm PDT;16.0;28.0
1559;Mobile;Apple iPhone 7 Plus - 256GB - Gold (Unlocked) A1784 (GSM);0.7425;138.75;7 days;1620270977.0;6 May 2021 at 11:16:17am PDT;23.0;42.0
2442;Mobile;Apple iPhone XS - 64GB - Gold (Unlocked) (Read Description) BJ1143;1.0;270.9;1 day;1620439317.0;8 May 2021 at 10:01:57am PDT;20.0;58.0
3418;Mobile;IPhone x 64 GB Grade AAA +;0.88;240.24;5 days;1620446748.0;8 May 2021 at 12:05:48pm PDT;19.0;105.0
3642;Crafts;6107 - Cricut Maker Blue;0.99;163.0;7 days;1621969796.0;26 May 2021 at 3:09:56pm PDT;17.0;38.0
3141;Mobile;Apple iPhone 11 Pro - 64GB-Night Green (without Simlock) A2215 (CDMA + GSM);164.56;459.36;1 day;1621623438.0;22 May 2021 at 2:57:18am PDT;16.0;42.0
3903;Mobile;Apple iPhone 12 Pro Max - 128GB-Gold (without Simlock) NEW;0.88;916.96;3 days;1619920512.0;2 May 2021 at 9:55:12am PDT;19.0;39.0
2196;Mobile;Apple iPhone 11 (PRODUCT)RED - 128GB (Unlocked) A2111 (CDMA + GSM) Verizon;100.0;460.0;10 days;1619134747.0;23 Apr 2021 at 7:39:07pm PDT;19.0;45.0
174;Mobile;Samsung Galaxy S5 SM-G900F - 16GB-White (without Simlock) + 64GB MicroSD;0.88;44.88;7 days;1620327195.0;7 May 2021 at 2:53:15am PDT;16.0;19.0
575;Game;Vandal hearts 1 black label complete box leaflet sony ps1 pal euro cib ovp game ;0.88;78.32;10 days;1619318503.0;25 Apr 2021 at 10:41:43am PDT;22.0;51.0
2399;Mobile;Mario Kart 8 Deluxe - Switch ;0.7425;24.75;5 days;1620493377.0;9 May 2021 at 1:02:57pm PDT;17.0;34.0
696;Mobile;Apple iPhone XR - 128GB - White (Unlocked) A1984 (CDMA + GSM);100.0;345.0;7 days;1621044987.0;15 May 2021 at 10:16:27am PDT;26.0;52.0
273;Game;Paper Mario Nintendo 64 N64 Video Game Complete CIB Manual Box CLEAN TESTED ���休���;44.0;465.0;7 days;1619305160.0;25 Apr 2021 at 6:59:20pm PDT;16.0;36.0
1045;Mobile;Apple iPhone 8 64GB Silver AS-IS *Bad Camera??* MQ732LL/A A1863 - D757;0.99;125.5;7 days;1621361712.0;19 May 2021 at 2:15:12pm PDT;23.0;49.0
3469;Mobile;XS iPhone 256 GB Grade AAA +;0.88;379.28;3 days;1621310671.0;18 May 2021 at 12:04:31pm PDT;19.0;75.0
285;Mobile;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);0.99;401.0;5 days;1619654422.0;29 Apr 2021 at 8:00:22pm PDT;19.0;66.0
3620;Mobile;Apple iPhone X - 256GB - Silver (Unlocked) A1901 (GSM);220.0;385.0;7 days;1621449448.0;20 May 2021 at 2:37:28pm PDT;17.0;30.0
2143;Mobile;Samsung Galaxy S7 SM-G930F - 32GB-Rose Gold (without Simlock) Smartphone;0.88;59.5408;3 days;1620870455.0;13 May 2021 at 9:47:35am PDT;16.0;35.0
1635;Mobile;Apple iPhone XS Max 256gb Unlocked Gold;0.75;262.5;7 days;1621562449.0;21 May 2021 at 10:00:49am PDT;17.0;28.0
4004;Mobile;Apple iPhone XS Max - 256GB - Space Gray (Unlocked) A1921 (CDMA + GSM);1.0;387.0;3 days;1619906962.0;2 May 2021 at 6:09:22am PDT;26.0;71.0
594;Mobile;OnePlus 9 Pro 5G LE2123 (Pine Green) 256GB / 12GB RAM Android GSM Unlocked Phone;0.7425;690.0;10 days;1619639757.0;29 Apr 2021 at 3:55:57pm PDT;18.0;38.0
36;Mobile;Apple iPhone XS - 256GB - Gold (Unlocked) A1920 (CDMA + GSM) *MINT CONDITION**;99.0;470.0;7 days;1620235132.0;6 May 2021 at 1:18:52pm PDT;19.0;58.0
2147;Mobile;iPhone 8 64gb Rose Gold;70.0;287.7;5 days;1621110674.0;16 May 2021 at 4:31:14am PDT;16.0;39.0
3504;Game;Nintendo NES Dick Tracy 9.4 A Sealed Brand New;0.99;613.0;7 days;1619302815.0;25 Apr 2021 at 6:20:15pm PDT;17.0;34.0
2685;Mobile;Apple iPhone 11 Pro - 512GB - Silver (Unlocked) (Read Description) BG1113;1.0;560.0;1 day;1619383481.0;26 Apr 2021 at 4:44:41pm PDT;18.0;54.0
2083;Mobile;Samsung Galaxy A51 SM-A515U1 128GB GSM Unlocked Smartphone White X285;0.01;120.0;3 days;1620360044.0;7 May 2021 at 12:00:44pm PDT;18.0;44.0
2514;Mobile;Apple iPhone SE 2nd Gen. - 64GB - White (Cricket Wireless) A2275 (CDMA + GSM);0.99;197.5;5 days;1621393140.0;19 May 2021 at 10:59:00am PDT;18.0;59.0
2918;Mobile;Samsung Galaxy Note 9 - 512GB - Blue (Unlocked) (Read Description) CA1208;1.0;201.5;1 day;1621013547.0;15 May 2021 at 1:32:27pm PDT;18.0;43.0
1224;Game;Nintendo Game Boy Color Grape | Tested and Working;0.99;47.0;7 days;1621715015.0;23 May 2021 at 4:23:35pm PDT;16.0;40.0
3080;Game;Sony PlayStation 4 (CUH-1115A) PS4 w/ Controller Cables and Game!!;0.99;217.5;7 days;1620948419.0;14 May 2021 at 7:26:59pm PDT;18.0;42.0
2684;Mobile;Samsung Galaxy Note 8 SM-N950 - 64GB-Midnight Black Like New Without Simlock;0.88;155.7512;7 days;1619927054.0;2 May 2021 at 11:44:14am PDT;20.0;45.0
1750;Game;Lot Of 7 Nintendo Switch Games Mario sonic super dragon heros monster jam ;1.0;127.5;5 days;1620591001.0;10 May 2021 at 4:10:01pm PDT;16.0;41.0
2773;Mobile;Apple iPhone 7 - 128GB - Red (Unlocked) (Read Description) BJ1001;1.0;138.0;1 day;1620083628.0;4 May 2021 at 7:13:48am PDT;19.0;47.0
2793;Mobile;Samsung Galaxy A50 SM-A505W - 64GB - Black (Unlocked) (Single SIM) (CA);1.2671999999999999;163.2;7 days;1620706972.0;11 May 2021 at 12:22:52pm PDT;16.0;51.0
3081;Mobile;Apple iPhone XS - 256 GB - Rose Gold - Unlocked Used 3 Months Only -Perfect Cond;116.9;880.6;10 days;1621215053.0;17 May 2021 at 9:30:53pm PDT;16.0;60.0
1546;Mobile;Samsung Galaxy S10 SM-G973 - 128GB-Prism White (without Simlock) (Single SIM);0.88;212.08;7 days;1620097075.0;4 May 2021 at 10:57:55am PDT;18.0;35.0
2367;Mobile;Nintendo Game Boy Classic-DMG-01 Console in Original Box-CIB-Incl Tetris;0.88;313.28;7 days;1620533179.0;9 May 2021 at 12:06:19pm PDT;17.0;55.0
2911;Mobile;Samsung Galaxy Note 10+ - 256GB - Silver (Unlocked) (Read Description) CA1097;1.0;275.0;1 day;1621047743.0;15 May 2021 at 11:02:23am PDT;19.0;48.0
3113;Mobile;Apple iPhone XR 64gb Product Red;0.88;210.31119999999999;3 days;1621214540.0;17 May 2021 at 9:22:20am PDT;17.0;32.0
1387;Game;64 Nintendo NES Games Lot plus Nintendo & retro system��;16.0;552.51;5 days;1619496406.0;27 Apr 2021 at 12:06:46pm PDT;16.0;27.0
3466;Mobile;Google pixel 5 GTT9Q - 128GB-Just Black (without Simlock) (Single SIM);0.88;427.68;3 days;1621191120.0;17 May 2021 at 2:52:00am PDT;18.0;46.0
1986;Game;Sony PlayStation 4 Pro 1TB Console - Black Plus 4 Games;0.99;1730.0;7 days;1621731037.0;23 May 2021 at 8:50:37pm PDT;26.0;90.0
1466;Mobile;*mint condition* silver/white iphone x (iphone 10) with accessory bundle;50.0;370.0;5 days;1621458704.0;20 May 2021 at 5:11:44pm PDT;17.0;43.0
3210;Mobile;MINT Samsung Galaxy S21 5G SM-G991U - 128GB - Phantom Gray (T-Mobile);0.01;432.0;7 days;1621015137.0;15 May 2021 at 1:58:57pm PDT;17.0;42.0
2612;Mobile;Apple iPhone XR - 128GB - Blue (Xfinity) A1984 (CDMA + GSM);0.99;325.0;7 days;1619477943.0;27 Apr 2021 at 6:59:03am PDT;23.0;62.0
1575;Mobile;Apple iPhone 12 Pro Max - 256GB-Gold (without Simlock) NEW & SEALED;380.16;932.8;1 day;1620015672.0;3 May 2021 at 12:21:12pm PDT;17.0;43.0
2798;Mobile;Apple iPhone 7 - 32GB - Black (Unlocked) (Read Description) BH1046;1.0;100.0;1 day;1620160271.0;5 May 2021 at 4:31:11pm PDT;17.0;36.0
1201;Mobile;Xiaomi MI 11 - 256GB-Horizon Blue (without Simlock) (Dual Sim);0.88;506.0;3 days;1621122713.0;16 May 2021 at 7:51:53am PDT;16.0;59.0
2826;Mobile;Apple iPhone X - 256GB - Space Gray (Unlocked) - IC LOCK;1.0;210.0;3 days;1620604879.0;10 May 2021 at 8:01:19am PDT;19.0;59.0
2994;Mobile;Samsung Galaxy S20+ plus 5G cosmic grey;0.7425;308.6325;10 days;1619496097.0;27 Apr 2021 at 12:01:37pm PDT;16.0;36.0
2848;Game;100% AUTHENTIC Pokemon: Sapphire Version CiB (Game Boy Advance 2003);20.0;445.0;7 days;1620957489.0;14 May 2021 at 9:58:09pm PDT;17.0;54.0
2581;Mobile;Apple iPhone 7 Plus - 128GB - Black (Unlocked) A1661 (CDMA + GSM);0.99;180.5;7 days;1619113833.0;23 Apr 2021 at 1:50:33pm PDT;19.0;46.0
2527;Mobile;Apple iPhone 12 Pro Max - 256GB - Gold (Unlocked);75.0;671.25;1 day;1621124720.0;16 May 2021 at 8:25:20am PDT;16.0;47.0
2426;Mobile;APPLE IPHONE XS MAX 64GB BLACK - UNLOCKED;0.7425;187.5;7 days;1620881225.0;13 May 2021 at 12:47:05pm PDT;18.0;60.0
1107;Mobile;Apple iPhone 12 Pro Max - 512GB - Pacific Blue (AT&T);500.0;1255.0;5 days;1619283948.0;25 Apr 2021 at 1:05:48pm PDT;20.0;35.0
2375;Mobile;Apple iPhone XS - 256GB - Space Gray (Xfinity) A1920 (CDMA + GSM);0.99;283.0;7 days;1620602057.0;10 May 2021 at 7:14:17am PDT;22.0;88.0
1149;Game;Nintendo Wii Black Console Bundle w/ 2 Controllers 1 Nunchuck Nerf Bundle 1 Game;0.99;67.05;7 days;1620253261.0;6 May 2021 at 6:21:01pm PDT;16.0;37.0
3448;Mobile;Samsung Galaxy Note8 SM-N950U - 64GB - Orchid Gray Unlocked Smartphone;0.99;140.0;7 days;1621214723.0;17 May 2021 at 9:25:23am PDT;30.0;72.0
1144;Mobile;iPhone X Silver 64GB Unlocked;100.0;321.0;3 days;1619905249.0;2 May 2021 at 5:40:49am PDT;21.0;50.0
3153;Mobile;Samsung Galaxy Note10+ SM-N975F - 256GB - Aura Glow (Unlocked) (Single SIM);0.013999999999999999;629.9999999999999;5 days;1619217531.0;24 Apr 2021 at 6:38:51am PDT;23.0;50.0
1326;Mobile;APPLE IPHONE 11 PRO MAX 64 GB MIDNIGHT GREEN;415.0;689.0;7 days;1621287775.0;18 May 2021 at 5:42:55pm PDT;17.0;29.0
3033;Mobile;LOT OF 3 IPHONES -  A1784 - A1662 - A1688;0.99;75.0;7 days;1620165245.0;5 May 2021 at 5:54:05pm PDT;21.0;32.0
3743;Game;Microsoft Xbox One S 1TB 1 TB White Console System W/ 2 Controllers And 4 Games;0.99;330.0;7 days;1619632113.0;29 Apr 2021 at 1:48:33pm PDT;19.0;74.0
121;Mobile;Apple iPhone 8 - 256GB - Space Gray - A1863 (CDMA + GSM);2.0;171.5;5 days;1619211225.0;24 Apr 2021 at 4:53:45pm PDT;18.0;47.0
2005;Mobile; Samsung Galaxy S20+ Plus G985F/DS Dual SIM (Unlocked) 128GB Black LITE LCD BURN;0.99;405.0;5 days;1621984263.0;26 May 2021 at 7:11:03pm PDT;18.0;57.0
2263;Mobile;Apple iPhone X - 64GB - Silver (ATT) (Read Description) BG1094;1.0;201.5;1 day;1619119317.0;23 Apr 2021 at 3:21:57pm PDT;22.0;43.0
311;Mobile;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);0.99;604.0;7 days;1620102429.0;4 May 2021 at 12:27:09pm PDT;34.0;103.0
3673;Mobile;Samsung Galaxy S10 (SM-G973F) 128GB Red (without Simlock) (Dual Sim) Glass Break;0.88;152.4424;3 days;1619649417.0;29 Apr 2021 at 6:36:57am PDT;16.0;43.0
2340;Mobile;Apple iPhone X - 256GB - Silver (Unlocked) A1865 (CDMA + GSM);0.99;229.5;7 days;1620234312.0;6 May 2021 at 1:05:12pm PDT;21.0;59.0
43;Mobile;Xbox One X 1tb With Games;0.7425;142.5;5 days;1620179932.0;5 May 2021 at 9:58:52am PDT;16.0;29.0
484;Mobile;Xbox One S 500GB White Console With 11 Games ;0.7425;105.75;10 days;1620493541.0;9 May 2021 at 1:05:41pm PDT;19.0;34.0
3742;Mobile;Apple iPhone;4.312;45.76;7 days;1619654688.0;29 Apr 2021 at 8:04:48am PDT;17.0;44.0
1072;Mobile;Apple iPhone 8  - 64GB - Space Gray (Unlocked) A1864 (CDMA + GSM)PLUS CORD & BOX;49.99;198.5;3 days;1621567765.0;21 May 2021 at 11:29:25am PDT;16.0;28.0
3457;Mobile;Samsung Galaxy S10  - 128GB - Prism Black (Unlocked) ;1.0;200.0;3 days;1621029633.0;15 May 2021 at 6:00:33pm PDT;19.0;50.0
260;Mobile;Unlocked Samsung Galaxy Note 8 SM-N950U 64GB AT&T GSM Phone (Read Description);0.99;142.5;5 days;1619222436.0;24 Apr 2021 at 8:00:36pm PDT;18.0;66.0
2255;Mobile;Apple iPhone XR - 64GB - Blue (Xfinity) A1984 (CDMA + GSM);0.99;230.0;7 days;1619666534.0;29 Apr 2021 at 11:22:14am PDT;19.0;44.0
2422;Mobile;LG V60 ThinQ V600 128GB 5G Verizon Wireless Unlocked Smartphone Cell Blue X319;0.01;177.5;3 days;1620967126.0;14 May 2021 at 12:38:46pm PDT;21.0;55.0
3996;Mobile;Apple iPhone 11 Pro Max - 256GB - Midnight��Green (Unlocked) A2161 (CDMA + GSM);140.0;660.0;5 days;1619561608.0;28 Apr 2021 at 6:13:28am PDT;22.0;34.0
3715;Mobile;Samsung Galaxy Note 20 Ultra 5G SM-N986B/DS - 256GB-Mystic Bronze (without...;0.88;567.6;3 days;1621021752.0;15 May 2021 at 3:49:12am PDT;18.0;47.0
1373;Mobile;iPhone 11 Pro 64GB Midnight Green UNLOCKED PREOWNED;0.99;590.02;7 days;1619213303.0;24 Apr 2021 at 5:28:23am PDT;16.0;37.0
1785;Mobile;Samsung Galaxy S9+ 64GB (without Simlock) with 2 sleeves excellent condition ori;0.88;137.28;10 days;1621720962.0;23 May 2021 at 6:02:42am PDT;20.0;39.0
3750;Game;Nintendo Game Boy Advance SP Pearl Blue Console;1.0;112.5;3 days;1619582384.0;28 Apr 2021 at 11:59:44pm PDT;16.0;41.0
3228;Game;Nintendo Switch Games Console V2 Improved Battery with Neon Joy-Cons + 3 Games;0.9;180.0;1 day;1621109877.0;16 May 2021 at 4:17:57pm PDT;17.0;51.0
403;Mobile;Apple iPhone 7 Plus - 32GB - Black (Verizon) A1661 (CDMA + GSM);0.99;150.5;7 days;1621990912.0;26 May 2021 at 9:01:52pm PDT;16.0;60.0
465;Mobile;SAMSUNG SM-G998B/DS GALAXY S21 ULTRA 5G 512GB BLACK SMARTPHONE - 02 (R491);0.7425;675.0;7 days;1620013399.0;3 May 2021 at 11:43:19am PDT;17.0;44.0
1914;Mobile;Motorola Moto G Styls XT2043 - 128GB - Mystic Indigo (Network Unlocked);25.0;182.5;5 days;1620443424.0;8 May 2021 at 11:10:24am PDT;18.0;41.0
3472;Mobile;Huawei P30 Pro VOG-L29 - 128GB-Black (without Simlock) (8GB Ram spots) Top Condi;0.88;204.6;7 days;1621738833.0;23 May 2021 at 11:00:33am PDT;17.0;57.0
3400;Mobile;Apple iPhone 11 - 64GB-Black (without Simlock) A2221 (CDMA + GSM);88.0;369.6;7 days;1620189361.0;5 May 2021 at 12:36:01pm PDT;18.0;48.0
758;Mobile;IPhone XR Red;75.0;177.0225;7 days;1619286779.0;25 Apr 2021 at 1:52:59pm PDT;17.0;32.0
2155;Mobile;LG G8X ThinQ LM-G850 128GB Sprint Wireless Tablet Smartphone Black X360;0.01;78.0;7 days;1621395495.0;19 May 2021 at 11:38:15am PDT;16.0;36.0
1214;Game;Sony PS4 500gb W/ 1 Dualshock Controller and 10 Games USED;9.99;350.0;7 days;1621626775.0;22 May 2021 at 3:52:55am PDT;17.0;47.0
364;Mobile;Apple iPhone XS Max - 64GB - Space Gray (Unlocked) A1921 (CDMA + GSM);325.12;780.8;7 days;1621206039.0;17 May 2021 at 7:00:39pm PDT;16.0;38.0
1649;Mobile;Apple iPhone 11 Pro - 256GB-Space Grey Boxed Like New (without Simlock) A2215;207.68;607.2;7 days;1621815557.0;24 May 2021 at 8:19:17am PDT;17.0;41.0
1081;Mobile;Samsung Galaxy S9 Plus 64GB Midnight Black Verizon Wireless Case Wireless Chrg;11.99;153.58;3 days;1621724401.0;23 May 2021 at 7:00:01pm PDT;16.0;31.0
1866;Mobile;Samsung Galaxy S10 SM-G973 - 128GB-Prism White (without Simlock) Dual SIM;0.88;177.76;7 days;1619924019.0;2 May 2021 at 10:53:39am PDT;18.0;39.0
3501;Mobile;Block Apple iPhone 7 128GB A1778 (GSM) (Unlocked) Boxed WITH EXTRAS;0.7425;75.75;7 days;1619324144.0;25 Apr 2021 at 12:15:44pm PDT;19.0;59.0
42;Mobile;Samsung Galaxy S10+ SM-G975F - 512GB - Ceramic White (Unlocked) (Dual SIM);7.5;213.75;7 days;1620619475.0;10 May 2021 at 12:04:35pm PDT;16.0;53.0
333;Mobile;Huawei P30 Lite 128GB mixed colour smartphone cracked screen joblot qty x 6;0.7425;200.9175;5 days;1620439809.0;8 May 2021 at 10:10:09am PDT;16.0;49.0
2934;Mobile;Samsung Galaxy S8 SM-G950U - 64GB - Midnight Black (Unlocked);0.99;112.5;5 days;1621729733.0;23 May 2021 at 8:28:53am PDT;17.0;50.0
843;Mobile;Apple iPhone XS Max - 64GB - Gold (Unlocked) A1921 (CDMA + GSM);1.0;370.0;3 days;1620670620.0;11 May 2021 at 2:17:00pm PDT;25.0;44.0
901;Mobile;Apple iPhone 6s Plus - 64GB - Rose Gold (Unlocked) A1687 (CDMA + GSM);0.99;150.0;7 days;1619306714.0;25 Apr 2021 at 7:25:14am PDT;17.0;33.0
2144;Game;Microsoft Xbox Series S 512GB Video Game Console - White;0.99;355.0;5 days;1621028580.0;15 May 2021 at 5:43:00pm PDT;16.0;36.0
3407;Mobile;Apple iPhone X - 64GB - Space Grey (Unlocked) A1901 (GSM);0.7425;96.0;7 days;1620427074.0;8 May 2021 at 6:37:54am PDT;16.0;37.0
3948;Mobile;Apple iPhone 7 Plus A1661 128GB Gold/White Verizon Smartphone/Phone *Smashed*;49.99;200.0;7 days;1621184405.0;17 May 2021 at 1:00:05pm PDT;16.0;37.0
661;Mobile;samsung galaxy A20e smart phone Dual sims unlocked;0.7425;57.75;5 days;1620275904.0;6 May 2021 at 12:38:24pm PDT;20.0;45.0
2559;Mobile;Apple iPhone 8 - 64GB - Gray (XFinity) (Read Description) CB1113;1.0;123.5;1 day;1621535673.0;21 May 2021 at 2:34:33pm PDT;17.0;40.0
1725;Game;Disney's Kingdom Hearts Chain of Memories Nintendo Gameboy Advance -New Sealed;3.33;224.5;10 days;1620599888.0;10 May 2021 at 6:38:08pm PDT;16.0;26.0
602;Mobile;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);0.99;590.0;5 days;1619395219.0;26 Apr 2021 at 8:00:19pm PDT;21.0;76.0
1534;Game;Playstation 4 Pro 1TB 4K GAMING With 5 Games - Boxed;0.7425;165.75;1 day;1619406400.0;26 Apr 2021 at 11:06:40am PDT;18.0;50.0
1993;Mobile;Samsung Galaxy Note20 Ultra 5G SM-N986U - 128GB - Mystic Bronze (Unlocked);199.0;875.0;7 days;1621888378.0;25 May 2021 at 4:32:58pm PDT;22.0;58.0
864;Mobile;Huawei P40 Lite - 128GB-Midnight black (without Simlock) (Dual Sim);1.76;98.6568;10 days;1621710852.0;23 May 2021 at 3:14:12pm PDT;19.0;36.0
223;Mobile; JOB LOT MIXED MODELS SAMSUNG MOBILE PHONES SPARES OR REPAIRS FAULTY SRF2881;26.2425;118.5;5 days;1621283175.0;18 May 2021 at 4:26:15am PDT;17.0;25.0
744;Mobile;Samsung Galaxy Note20 Ultra 5G SM-N986U - 512GB - Mystic Black (T-Mobile);615.0;1400.0;7 days;1621980440.0;26 May 2021 at 6:07:20pm PDT;19.0;45.0
3874;Mobile;Google pixel 2 - 64GB-Just Black (without Simlock) Smartphone ***;0.88;110.88;7 days;1619559317.0;28 Apr 2021 at 5:35:17am PDT;18.0;26.0
2665;Mobile;Apple iPhone XS - 64GB - Gold (Unlocked) (Read Description) BH1331;1.0;270.0;1 day;1619204470.0;24 Apr 2021 at 3:01:10pm PDT;21.0;55.0
3887;Mobile;Apple iPhone 8 64GB Unlocked;0.99;243.5;7 days;1620002547.0;3 May 2021 at 8:42:27am PDT;17.0;47.0
3807;Mobile;Apple iPhone XS Max - 64GB - Gold  A1921 (CDMA + GSM);15.0;400.0;5 days;1619827684.0;1 May 2021 at 8:08:04am PDT;24.0;72.0
3735;Game;Super nintendo game-samurai shodown-pal EUR-tbe-rare;0.88;86.76799999999999;7 days;1619315584.0;25 Apr 2021 at 9:53:04am PDT;16.0;54.0
3183;Mobile;Samsung Galaxy A20e - 32GB-Black (without Simlock) (Dual Sim);0.88;73.92;7 days;1620360852.0;7 May 2021 at 12:14:12pm PDT;16.0;29.0
2328;Mobile;Apple iPhone X - 64GB - Silver (Unlocked) (Read Description) BH1115;1.0;222.5;1 day;1619638345.0;29 Apr 2021 at 3:32:25pm PDT;17.0;53.0
282;Crafts;Crystal Clear Bar Table Top Epoxy Resin Coating for Wood Tabletop - 1 Gallon Kit;0.99;46.0;7 days;1619495774.0;27 Apr 2021 at 11:56:14am PDT;16.0;24.0
1005;Mobile;Samsung Galaxy S9+ SM-G965U - 64GB -  Purple (Unlocked) Smartphone;0.99;111.51;5 days;1620418803.0;8 May 2021 at 4:20:03pm PDT;17.0;35.0
3646;Mobile;Apple iPhone 11 Pro - 512GB-Night Green (without Simlock) A2215 (CDMA + GSM);0.88;458.48;1 day;1621740818.0;23 May 2021 at 11:33:38am PDT;16.0;278.0
3269;Mobile;Apple iPhone 7 Plus - 128GB-Black (without Simlock) A1784 (GSM) iOS USED;0.88;146.08;7 days;1619889085.0;2 May 2021 at 1:11:25pm PDT;17.0;28.0
846;Mobile;Samsung Galaxy A51 SM-A515F/DSN - 128GB-Prism Crush Black (without Simlock) (Dua;0.88;159.764;7 days;1621117179.0;16 May 2021 at 6:19:39am PDT;20.0;68.0
3783;Mobile;LG Stylo 6 64GB  - LM-Q730MM - MetroPCS ( LOT 552) ;0.99;99.0;7 days;1621465171.0;20 May 2021 at 6:59:31am PDT;17.0;40.0
4082;Mobile;Used Iphone XR ;10.0;201.0;7 days;1619563444.0;28 Apr 2021 at 6:44:04pm PDT;19.0;57.0
1455;Mobile;Xiaomi Redmi Note 9 - 64GB - Midnight Grey (Unlocked) Sealed;0.7425;72.75;7 days;1621362882.0;19 May 2021 at 2:34:42am PDT;18.0;29.0
2961;Mobile;Apple iPhone X - 256GB - Silver (Unlocked) (Read Description) BH1317;1.0;290.0;1 day;1621536936.0;21 May 2021 at 2:55:36pm PDT;19.0;48.0
1800;Mobile;Apple iPhone XS 64GB Silver Unlocked Excellent Condition;0.7425;202.5;5 days;1621569802.0;21 May 2021 at 12:03:22pm PDT;16.0;57.0
2742;Mobile;Apple iPhone 8 Plus - 256GB - Space Gray (AT&T) A1897 (GSM);0.99;255.0;7 days;1620240882.0;6 May 2021 at 2:54:42pm PDT;17.0;57.0
1459;Mobile;Samsung Galaxy S10+ SM-G975F - 128GB - Prism White (Unlocked) (Dual SIM);0.0075;176.25;3 days;1621127295.0;16 May 2021 at 9:08:15am PDT;18.0;46.0
3690;Mobile;VERY CLEAN GOLD GSM UNLOCKED VERIZON APPLE iPhone 8 64GB A1863 MQ742LL/A T95P;0.99;199.0;10 days;1620857392.0;13 May 2021 at 6:09:52pm PDT;26.0;61.0
3814;Game;��∴��Microsoft Xbox Series X ��∴��1TB Video Game Console - Black-���儭�ships Fast���儭�;0.01;715.0;1 day;1619548357.0;28 Apr 2021 at 2:32:37pm PDT;17.0;66.0
2468;Mobile;Apple iPhone 8 - 64GB - Gray (Unlocked) (Read Description) CA1008;1.0;137.5;1 day;1620752785.0;12 May 2021 at 1:06:25pm PDT;16.0;40.0
1475;Mobile;Galaxy S21+ 5G 128GB Phantom Black New & Original Packed;204.16;545.6;7 days;1621818948.0;24 May 2021 at 9:15:48am PDT;16.0;54.0
2866;Mobile;Apple iPhone XS - 64GB - Gold (GCI Carrier Lock) A1920 - Pristine Condition!;1.0;303.0;1 day;1620760288.0;12 May 2021 at 3:11:28pm PDT;19.0;54.0
2687;Mobile;OnePlus 7 Pro - 256GB - Nebula Blue (8GB RAM) (Unlocked) (Dual SIM);0.99;260.0;7 days;1619991934.0;3 May 2021 at 5:45:34am PDT;18.0;51.0
1620;Mobile;Samsung Galaxy S10 SM-G973 - 128GB-Prism White (without Simlock) (Dual Sim);0.88;257.0392;5 days;1621038389.0;15 May 2021 at 8:26:29am PDT;21.0;34.0
1333;Mobile;Nokia 8.3 5G Android Smartphone 128 GB Blue HQ5020JA88000;0.88;248.16;10 days;1621734106.0;23 May 2021 at 9:41:46am PDT;16.0;44.0
4136;Mobile;Xiaomi Mi 8 - 128GB - Dual Sim - Black (Unlocked) UK Seller;0.7425;51.0;3 days;1620600436.0;10 May 2021 at 6:47:16am PDT;21.0;37.0
