asin;name;openbid;auction_duration;unixEndDate;endDate;bidders;bids
795;Xiaomi Mi Note 10 Pro - 8/256 GB-Midnight black (Dual Sim);EUR 1.00;3 days;1621124017.0;16 May 2021 at 8:13:37am PDT;11.0;29.0
2900;LG G8 ThinQ 128GB - Aurora Black UNLOCKED;$0.99;3 days;1619832391.0;1 May 2021 at 9:26:31am PDT;20.0;60.0
1595;Sony Ericsson Keys Mobile Phone Bundle;EUR 1.00;7 days;1621627659.0;22 May 2021 at 4:07:39am PDT;9.0;31.0
95;Samsung Galaxy Note8 SM-N950 - 128GB - Midnight Black (Unlocked) Smartphone;GBP 50.00;7 days;1621468357.0;20 May 2021 at 7:52:37am PDT;5.0;20.0
2945;Lot of 61 Atari 2600 games cartridges;$5.00;5 days;1619399769.0;26 Apr 2021 at 9:16:09pm PDT;13.0;33.0
1474;Apple iPhone XR - 64GB - Black (Unlocked) A1984 (CDMA + GSM);$99.99;1 day;1620947745.0;14 May 2021 at 7:15:45pm PDT;10.0;39.0
2933;Samsung Galaxy S7 edge SM-G935F - 32GB - Silver Titanium (Unlocked);$1.00;7 days;1621974423.0;26 May 2021 at 4:27:03pm PDT;12.0;56.0
1004;Nintendo N64 Cartridge Bundle PAL x 9 inc. WcW Mission Impossible;GBP 0.99;7 days;1619928771.0;2 May 2021 at 12:12:51pm PDT;8.0;19.0
2275;Vtg. 50's Semi Sheer Flocked Fabric Lt Green White Flocked Flowers 45 x 55 ;$19.99;7 days;1621721184.0;23 May 2021 at 6:06:24pm PDT;9.0;21.0
477;IPhone SE/128 GB;EUR 1.00;1 day;1619899313.0;2 May 2021 at 4:01:53am PDT;9.0;19.0
702;PS4 Games Bundle ;GBP 0.99;7 days;1619648119.0;29 Apr 2021 at 6:15:19am PDT;7.0;22.0
1145;Grand Theft Auto San Andreas 1st Print Black Label PS2 NEW Sealed WATA 9.6 A+;$0.99;7 days;1620440184.0;8 May 2021 at 10:16:24am PDT;17.0;48.0
1337;Ex Display Janome Jem Gold Plus Trim & Stitch Sewing Machine Overlocker built in;GBP 99.00;7 days;1619398914.0;26 Apr 2021 at 9:01:54am PDT;4.0;14.0
224;N64 Nintendo 64 HOLY MAGIC CENTURY Boxed with Instructions;EUR 1.00;7 days;1620533171.0;9 May 2021 at 12:06:11pm PDT;6.0;14.0
2124;Samsung Galaxy S21 Ultra 5G SM-G998B/DS 512gb 12GB Dual SIM unlocked gsm global ;$551.00;7 days;1619486321.0;27 Apr 2021 at 9:18:41pm PDT;16.0;32.0
168;Samsung Galaxy A41 Blue 64GB DUAL SIM;EUR 1.00;7 days;1619926578.0;2 May 2021 at 11:36:18am PDT;13.0;23.0
1718;Mortal Kombat SNES Super Nintendo Complete In Box CIB Authentic & Tested! Nice!;$18.00;7 days;1620857211.0;13 May 2021 at 6:06:51pm PDT;11.0;25.0
3231;Samsung Galaxy S10+ Plus 128GB Black without Simlock Canadian software;EUR 1.00;3 days;1621741770.0;23 May 2021 at 11:49:30am PDT;13.0;31.0
1343;Apple iPhone 12 Pro Max - 512GB - Pacific Blue (AT&T);$700.00;7 days;1619385915.0;26 Apr 2021 at 5:25:15pm PDT;10.0;29.0
1688;Fairy Tail - PS4 Game;GBP 0.99;7 days;1620495065.0;9 May 2021 at 1:31:05pm PDT;6.0;18.0
2056;Paragon SC2 Digital Kiln 120v 2000F for Clay - Glass - Gold - Silver Barely Used;$9.99;7 days;1621208666.0;17 May 2021 at 7:44:26pm PDT;13.0;35.0
800;The Mask Snes Super Nintendo Boxed PAL CIB;AU $0.99;7 days;1621630010.0;22 May 2021 at 4:46:50am PDT;12.0;27.0
2645;Samsung Galaxy Fold SM-F900U - 512GB - Cosmos Black unlocked;$0.99;5 days;1620417546.0;8 May 2021 at 3:59:06pm PDT;18.0;79.0
1888;Apple iPhone XS - 512GB-Silver (without Simlock) A2097 (GSM) LIKE NEW + Rest War;EUR 1.00;7 days;1621303143.0;18 May 2021 at 9:59:03am PDT;15.0;55.0
2465;Pokemon Heartgold with Pokewalker AUTHENTIC  NDS Game READ;$0.99;5 days;1620604344.0;10 May 2021 at 7:52:24pm PDT;22.0;69.0
901;Apple iPhone X - 64GB - Space Grey (Unlocked) A1901 (GSM);GBP 61.00;7 days;1620590363.0;10 May 2021 at 3:59:23am PDT;8.0;27.0
2148;Apple iPhone 7 - 128GB - Black (Unlocked) (Read Description) BG1142;$1.00;1 day;1619208642.0;24 Apr 2021 at 4:10:42pm PDT;17.0;38.0
1715;Motorola One Fusion+ XT2067-2 128GB GSM Unlocked Dual Sim Twilight Blue X327;$0.01;5 days;1620707186.0;11 May 2021 at 12:26:26pm PDT;19.0;52.0
596;Apple iPhone X - 64GB - Silver (Unlocked) A1865 (CDMA + GSM) 10/9;$182.00;7 days;1620011256.0;3 May 2021 at 11:07:36am PDT;12.0;33.0
2484;Apple iPhone XS - 64 GB - Silver (Unlocked) A2097 (GSM)��;GBP 134.00;7 days;1621649256.0;22 May 2021 at 10:07:36am PDT;9.0;14.0
3075;Apple iPhone 8 - 64GB - Black (Unlocked) A1863 - Used great condition!;AU $0.99;7 days;1621820939.0;24 May 2021 at 9:48:59pm PDT;11.0;33.0
2567;Smartphone samsung galaxy s10e sm-g970f - black-see listing;EUR 34.00;7 days;1619323270.0;25 Apr 2021 at 12:01:10pm PDT;6.0;19.0
630;Apple iPhone XR - 128GB-Black (without Simlock) A2105 (GSM);EUR 120.00;7 days;1620696642.0;11 May 2021 at 9:30:42am PDT;6.0;41.0
1031;Nintendo Switch Lego Ninjago Harry Potter Collection Luigi's Mansion 3 LIKE NE;EUR 1.00;7 days;1620529148.0;9 May 2021 at 10:59:08am PDT;12.0;29.0
2063;LG V60 ThinQ V600 5G 128GB AT&T GSM Unlocked Smart Cellphone Blue X356;$0.01;5 days;1622003490.0;26 May 2021 at 12:31:30pm PDT;24.0;59.0
1006;sony ps4 pro 1tb console bundle 2 Wireless PS4 Controllers And 9 Games;GBP 0.99;7 days;1619985487.0;3 May 2021 at 3:58:07pm PDT;11.0;37.0
2958;Classic Gameboy Systems and Games;$7.80;7 days;1620425414.0;8 May 2021 at 6:10:14pm PDT;5.0;24.0
2407;Samsung Galaxy S20 5G SM-G981B/DS - 128GB-Cosmic Gray (without Simlock) (Dual Si;EUR 192.00;7 days;1619409449.0;26 Apr 2021 at 11:57:29pm PDT;14.0;45.0
1694;USED Dead or Alive Xtreme 3 : Scarlet - Nintendo Switch / English Sub / Asia Ver;$35.00;7 days;1620613771.0;10 May 2021 at 10:29:31am PDT;6.0;18.0
1780;Legend of Zelda: The Minish Cap (Game Boy Advance GBA) ;$19.99;7 days;1619300705.0;25 Apr 2021 at 5:45:05pm PDT;10.0;29.0
791;LG V30 + Plus Thin Q Pre Owned  128 GB SPRINT;$1.99;7 days;1621198833.0;17 May 2021 at 5:00:33pm PDT;12.0;41.0
760;Samsung Galaxy A51 SM-A515F/DSN - 128 GB-Prism Crush Black (Dual Sim);EUR 1.00;7 days;1620531986.0;9 May 2021 at 11:46:26am PDT;20.0;60.0
2272;iphone 8 plus 64gb unlocked rose gold;$172.00;7 days;1621531704.0;21 May 2021 at 1:28:24pm PDT;10.0;33.0
1673;Pokemon Gold Version (Nintendo Game Boy Color 2001) - European PAL Version ;GBP 0.99;7 days;1620530119.0;9 May 2021 at 11:15:19am PDT;8.0;20.0
2450;starfox assault gamecube;C $0.99;7 days;1620505838.0;9 May 2021 at 4:30:38pm PDT;7.0;29.0
1222;iphone 8 64gb space grey unlocked;GBP 100.00;5 days;1619495865.0;27 Apr 2021 at 11:57:45am PDT;6.0;15.0
2060;Huawei P30 Pro VOG-L29 - 128GB-Aurora (without Simlock) (8GB Ram spots);EUR 1.00;5 days;1621100498.0;16 May 2021 at 1:41:38pm PDT;18.0;74.0
3111;Nokia 8810 Black mobile phone Unlocked old slider retro vintage rare;GBP 9.99;7 days;1621050982.0;15 May 2021 at 11:56:22am PDT;11.0;29.0
1279;Apple iPhone SE - 64GB - Space Gray (Unlocked) A1662 (CDMA + GSM) Pristine Cond;$0.99;1 day;1620149135.0;5 May 2021 at 1:25:35pm PDT;6.0;35.0
609;Samsung Galaxy M31 SM-M315F/DS - 64GB-Red (without Simlock) (Dual Sim) - NEW;EUR 1.00;3 days;1619929103.0;2 May 2021 at 12:18:23pm PDT;11.0;38.0
1566;Huawei P30 Pro VOG-L29 - 512GB - (8GB RAM);GBP 50.00;7 days;1620682961.0;11 May 2021 at 5:42:41am PDT;16.0;44.0
297;Resident Evil Village PS5;GBP 1.00;1 day;1621273342.0;18 May 2021 at 1:42:22pm PDT;9.0;19.0
1526;Super Nintendo Game Lot AMAZING TITLES READ DESCRIPTION ;C $0.99;5 days;1619658462.0;29 Apr 2021 at 9:07:42am PDT;17.0;33.0
1184;Microsoft Xbox Series X 1TB Video Game Console And More Etc .;$200.00;1 day;1620874182.0;13 May 2021 at 10:49:42am PDT;5.0;26.0
616;Apple iPhone 8 Plus - 64GB;EUR 1.00;1 day;1619927419.0;2 May 2021 at 11:50:19am PDT;16.0;25.0
1617;OPPO A73 CPH1725 - 32GB - Black Smartphone - Unlocked - excellent condition;AU $0.99;7 days;1619722849.0;30 Apr 2021 at 3:00:49am PDT;12.0;35.0
3226;Samsung Galaxy Note 8 - 64GB - SM-N950F -  Gold (Unlocked) UK Seller;GBP 0.99;3 days;1621548673.0;21 May 2021 at 6:11:13am PDT;12.0;25.0
2173;Apple iPhone 12 Pro - 256GB - Pacific Blue (AT&T);$0.99;7 days;1620088780.0;4 May 2021 at 8:39:40pm PDT;13.0;49.0
1513;Apple iPhone X - 64GB - Space Gray (Unlocked) A1901 (GSM) (CA);$150.00;5 days;1619383554.0;26 Apr 2021 at 4:45:54am PDT;10.0;24.0
3085;NEW - Apple iPhone XS Max - 256GB - Unlocked - Silver - 100% Bat Health;GBP 0.99;3 days;1619325202.0;25 Apr 2021 at 12:33:22pm PDT;21.0;65.0
1180;IPhone x 256 GB Silver;EUR 1.00;10 days;1621560771.0;21 May 2021 at 9:32:51am PDT;14.0;85.0
3140;Pok癡mon Pinball-Nintendo Game Boy Color-Box + Cartridge + Manual;EUR 8.00;10 days;1619497086.0;27 Apr 2021 at 12:18:06pm PDT;6.0;38.0
2560;mega man legends ps1 complete *VERY RARE*  no scratches -Tested- *Works perfect*;$31.00;7 days;1621977119.0;26 May 2021 at 5:11:59pm PDT;4.0;11.0
559;Apple iPhone 6s 32GB Unlocked  Space Grey;GBP 18.00;7 days;1619323253.0;25 Apr 2021 at 12:00:53pm PDT;11.0;23.0
1985;Apple iPhone 6s - 64GB - Space Gray (Unlocked) A1688 (CDMA + GSM);$0.99;7 days;1620234115.0;6 May 2021 at 1:01:55pm PDT;11.0;31.0
2310;Pokemon SoulSilver Version  AUTHENTIC. GAME CASE INSERTS NO MANUAL;$60.00;7 days;1619645448.0;29 Apr 2021 at 5:30:48pm PDT;8.0;39.0
45;Sony Xperia 10 - 64GB - Black (Unlocked) (Single SIM) 4G;GBP 40.00;7 days;1620351392.0;7 May 2021 at 9:36:32am PDT;5.0;16.0
2691;Lot of 16 boxed Atari 2600 games (Centipede Super Breakout etc) UNTESTED;$0.99;7 days;1622005083.0;26 May 2021 at 12:58:03pm PDT;4.0;22.0
3095;Apple iPhone XS Max - 256GB - Space Gray (Unlocked) A1921 (CDMA + GSM);$1.00;3 days;1619906962.0;2 May 2021 at 6:09:22am PDT;26.0;71.0
2879;NEW LOUIS VUITTON PHONE CASE iPhone 11;$25.90;7 days;1619205333.0;24 Apr 2021 at 3:15:33pm PDT;8.0;41.0
1109;Apple iPhone 8 - 64GB�� Silver - White UNLOCKED;GBP 0.99;7 days;1619577933.0;28 Apr 2021 at 10:45:33am PDT;15.0;45.0
1842;Samsung Galaxy S10 128GB Prism Blue + case + accessories (T-mobile unlocked) ;$175.00;7 days;1620441421.0;8 May 2021 at 10:37:01am PDT;9.0;19.0
550;Albert Odyssey: Legend of Eldean Original Sega Saturn Collectors Condition CIB;EUR 1.00;7 days;1622000061.0;26 May 2021 at 11:34:21pm PDT;8.0;59.0
2363;Stampin��� Up! Retired HONEY BEE Stamp Set + DETAILED BEE Dies + Hexagon EF & DSP!;$7.95;5 days;1620795536.0;12 May 2021 at 12:58:56pm PDT;9.0;35.0
538;Namco Museum 64 - Nintendo N64 Game Authentic and more lot;$8.60;7 days;1621719661.0;23 May 2021 at 5:41:01pm PDT;4.0;20.0
2692;IPhone XS Max 256 GB;EUR 1.00;3 days;1621737312.0;23 May 2021 at 10:35:12am PDT;16.0;66.0
2608;Afrika PlayStation 3 PS3 Complete Excellent Condition RARE;$75.00;7 days;1620152204.0;5 May 2021 at 2:16:44pm PDT;4.0;23.0
1926;iPhone 7 32gb - Excellent Condition.;GBP 0.01;5 days;1619376101.0;26 Apr 2021 at 2:41:41am PDT;7.0;25.0
510;Huawei P8 Lite - 16GB-Black (without Simlock) Smartphone;EUR 1.00;7 days;1621039053.0;15 May 2021 at 8:37:33am PDT;11.0;25.0
2367;Samsung Galaxy S10+ SM-G975F - 128GB - Prism Black (Unlocked) (Dual SIM);GBP 0.99;5 days;1620956714.0;14 May 2021 at 9:45:14am PDT;18.0;53.0
2706;Donkey Kong Country 1-3 modules Super Nintendo SNES FROM COLLECTION;EUR 2.00;7 days;1619395129.0;26 Apr 2021 at 7:58:49am PDT;9.0;20.0
3083;Apple iPhone 11 (PRODUCT)RED - 64GB (U.S. Cellular) A2160 (CDMA + GSM);$75.00;3 days;1619300477.0;25 Apr 2021 at 5:41:17am PDT;10.0;34.0
688;Wonder boy 1 complete box manual master system 1 2 euro pal cib ovp game game i;EUR 1.00;10 days;1619926659.0;2 May 2021 at 11:37:39am PDT;13.0;32.0
1304;Apple iPhone 6s - 16GB - Rose Gold (Unlocked) A1688 (CDMA + GSM);$36.00;7 days;1621362245.0;19 May 2021 at 2:24:05pm PDT;13.0;30.0
919;Iphone 8 256gb unlocked;GBP 0.99;7 days;1621051035.0;15 May 2021 at 11:57:15am PDT;5.0;32.0
171;Mario Kart 64 Complete in Original Box for the Nintendo 64 (Mariokart 64) | Orig;EUR 1.00;10 days;1620267574.0;6 May 2021 at 10:19:34am PDT;9.0;33.0
394;Apple iPhone 7 - 32GB - Rose Gold (Unlocked) A1778 (GSM);GBP 0.99;7 days;1621051201.0;15 May 2021 at 12:00:01pm PDT;10.0;23.0
2079;Resident Evil 8 Village (Sony Playstation 4 2021);EUR 18.10;7 days;1621737952.0;23 May 2021 at 10:45:52am PDT;11.0;24.0
920;Use Huawei P40 Lite 5G - Unlocked - 128GB + 6GB Black and silver on the back ;GBP 30.00;10 days;1621275629.0;18 May 2021 at 2:20:29pm PDT;11.0;43.0
2197;Phantasy star sega master system complete vgc;EUR 1.00;7 days;1620438711.0;8 May 2021 at 9:51:51am PDT;5.0;30.0
2835;Samsung galaxy S21 Ultra 128GB Brand New Sealed Unlocked;GBP 0.99;3 days;1620003343.0;3 May 2021 at 8:55:43am PDT;16.0;39.0
2184;Need For Speed Underground PlayStation 2 Ps2 VGA Wata ready Factory Sealed;EUR 48.00;7 days;1620239421.0;6 May 2021 at 2:30:21am PDT;6.0;13.0
1328;Apple iPhone XR - 64GB-White-Boxed;EUR 1.00;10 days;1619402482.0;26 Apr 2021 at 10:01:22am PDT;10.0;40.0
1182;6x Mobile Phones Sony Xperia + Huawei + LG + Wiko Smartphone Bundle For Hobbyist;EUR 1.00;3 days;1621121578.0;16 May 2021 at 7:32:58am PDT;7.0;33.0
2012;WeatherTech CupFone Universal Portable Cell Phone Holder Cup Phone ;$12.50;10 days;1620861424.0;13 May 2021 at 7:17:04am PDT;7.0;18.0
1234;Samsung Galaxy Fold 5G - 512GB - Space Silver (AT&T)  with Samsung Galaxy Buds;$1.00;7 days;1620017024.0;3 May 2021 at 12:43:44pm PDT;10.0;45.0
1490;Pokemon Emerald Version Italian New Sealed Nintendo GBA;EUR 55.00;5 days;1621708559.0;23 May 2021 at 2:35:59pm PDT;8.0;77.0
441;Video Game Bundle Huge Lot of 60+ Games Xbox 360 PlayStation 2 PS3 SNES Game Boy;$0.99;10 days;1619654492.0;29 Apr 2021 at 8:01:32pm PDT;8.0;31.0
2740;Sewing Machine Bernina  707 Fully serviced and stitch tested;GBP 0.99;10 days;1620581807.0;10 May 2021 at 1:36:47pm PDT;10.0;25.0
1247;Google Pixel 4a 5G - 128GB - Just Black (Unlocked) boxed with accessories ;GBP 0.99;5 days;1620187254.0;5 May 2021 at 12:00:54pm PDT;14.0;29.0
1669;Apple iPhone 7 - Black Unlocked working but for spares or repairs;GBP 0.99;3 days;1620010129.0;3 May 2021 at 10:48:49am PDT;8.0;26.0
2614;Diablo 3 Eternal Collection +++ Nintendo Switch;EUR 1.00;7 days;1620272558.0;6 May 2021 at 11:42:38am PDT;11.0;27.0
2923;Samsung Galaxy S21 Ultra 5G SM-G998B/DS - 256GB - Phantom Black (Unlocked)Sealed;GBP 0.99;7 days;1620704493.0;11 May 2021 at 11:41:33am PDT;24.0;59.0
2962;Pokemon Emerald Version (Game Boy Advance 2005) Authentic! New Battery! Tested!;$34.00;7 days;1620532971.0;9 May 2021 at 12:02:51pm PDT;10.0;34.0
3093;Apple iPhone SE 2nd Gen. - 64GB - White (AT&T) A2275 (CDMA + GSM);$1.00;3 days;1619831592.0;1 May 2021 at 9:13:12am PDT;13.0;50.0
1121;marvel vs capcom 2 dreamcast;$1.00;7 days;1619902220.0;2 May 2021 at 4:50:20pm PDT;10.0;42.0
3229;Tiny Sandylion Bear Stickers Rare;$2.00;7 days;1621984797.0;26 May 2021 at 7:19:57pm PDT;9.0;21.0
2924;Samsung Galaxy S9 64 GB Unlocked;$0.99;3 days;1620439976.0;8 May 2021 at 10:12:56am PDT;14.0;35.0
2328;Samsung Galaxy S8 SM-G950F - 64GB - Midnight Black (Unlocked);GBP 0.99;1 day;1619643168.0;29 Apr 2021 at 4:52:48am PDT;10.0;25.0
2780;MediEvil - Black Label - (PlayStation 1 1998) PS1 CIB Complete TESTED RARE;$20.90;7 days;1621194447.0;17 May 2021 at 3:47:27pm PDT;7.0;20.0
2478;SONY PLAYSTATION 4 PRO CONSOLE 1TB BLACK CUH-7202B + 3 GAMES;AU $50.00;7 days;1621302707.0;18 May 2021 at 9:51:47pm PDT;22.0;84.0
27;Apple iPhone 6s - 128GB-Gold (without Simlock) A1688 (CDMA + GSM);EUR 1.00;7 days;1619912926.0;2 May 2021 at 7:48:46am PDT;10.0;21.0
726;Lot 2 complete sets tomb raider 2 & the final revelation ps1 pal french II CIB;EUR 1.00;10 days;1620528837.0;9 May 2021 at 10:53:57am PDT;7.0;22.0
1502;Nokia 8810 Chrome cult Phone Battery Faulty;EUR 10.00;7 days;1619303513.0;25 Apr 2021 at 6:31:53am PDT;13.0;56.0
2103;Apple iPhone 11 - 128GB - Green Factory Unlocked. Used. Verizon AT&T Sprint ;$0.99;7 days;1619128848.0;23 Apr 2021 at 6:00:48pm PDT;13.0;40.0
2485;Gamecube Godzilla destroy all monsters & Crash Nitro Kart;$13.80;7 days;1621650064.0;22 May 2021 at 10:21:04am PDT;6.0;17.0
1313;iPhone X - 256 GB - Black (Unlocked) GREAT CONDITION;GBP 0.99;7 days;1621644369.0;22 May 2021 at 8:46:09am PDT;24.0;56.0
2853;Apple iPhone 11 Red 64GB Unlocked A2111 - IC Locked  OEM Logic Board / Frame;$1.00;3 days;1620619233.0;10 May 2021 at 12:00:33pm PDT;4.0;21.0
1592;Hang On Sega Master System good Condition ;GBP 2.00;7 days;1621570496.0;21 May 2021 at 12:14:56pm PDT;4.0;14.0
1032;Pokemon ultra sun 3ds;GBP 10.00;7 days;1620534757.0;9 May 2021 at 12:32:37pm PDT;11.0;20.0
2521;Samsung galaxy s10e - 128go-d矇simlock矇-a cracked screen;EUR 1.00;3 days;1619926197.0;2 May 2021 at 11:29:57am PDT;14.0;44.0
2822;Super Mario Bros.. NES;EUR 1.00;7 days;1619920848.0;2 May 2021 at 10:00:48am PDT;7.0;20.0
2257;Apple iPhone XR (PRODUCT)RED - 128GB - (Unlocked) A2105 (GSM) (AU Stock);AU $325.00;7 days;1621225319.0;17 May 2021 at 12:21:59am PDT;8.0;20.0
2243;Apple iPhone 11 - 64GB - Black (Unlocked) (Read Description) BJ1121;$1.00;1 day;1620438297.0;8 May 2021 at 9:44:57am PDT;27.0;65.0
1573;S.C.A.T Special Cybernetic Attack Team (SCAT) - Nintendo (NES) 100% Authentic;$1.00;7 days;1620773133.0;12 May 2021 at 6:45:33pm PDT;7.0;33.0
2386;Apple iPhone XS Max 256 GB Space Grey (Unlocked) A2101 (GSM) (AU Stock);AU $50.00;7 days;1621815057.0;24 May 2021 at 8:10:57pm PDT;16.0;50.0
2766;Lot of 6 Gamecube & Wii games: Soul Calibur 2 Ultimate Spider-Man Rampage etc;$0.99;7 days;1620679885.0;11 May 2021 at 4:51:25pm PDT;19.0;33.0
149;IPhone XR White 128 GB;EUR 1.00;5 days;1619457766.0;27 Apr 2021 at 1:22:46am PDT;15.0;33.0
1517;Apple iPhone X - 64GB - Space Gray (AT&T) A1901 (GSM);$164.00;7 days;1619634057.0;29 Apr 2021 at 2:20:57pm PDT;12.0;19.0
2930;Apple iPhone 12 Pro Max 5G Smartphone 128GB SIM-Free Unlocked - Pacific Blue A;GBP 50.00;7 days;1621381681.0;19 May 2021 at 7:48:01am PDT;17.0;31.0
2914;Nokia 8800 Carbon Arte - Silver (Unlocked) Mobile Phone;GBP 70.00;7 days;1620511406.0;9 May 2021 at 6:03:26am PDT;9.0;30.0
2867;ELECTRIC SEWING MACHINE SEW EASY DM614;GBP 15.00;3 days;1621219362.0;17 May 2021 at 10:42:42am PDT;6.0;19.0
2726;Apple iPhone 6 Space Grey 16 GB Model A1586 (without Simlock) Top Mobile Phone S;EUR 1.00;5 days;1619922141.0;2 May 2021 at 10:22:21am PDT;7.0;37.0
2762;Original Microsoft Xbox + CORDS *TESTED* NO CONTROLLER w/ 4 GAMES DOOM 3 COD ;$0.99;5 days;1620505801.0;9 May 2021 at 4:30:01pm PDT;5.0;18.0
2768;Apple iPhone 11 Pro Max - 64GB - Space Gray (Unlocked) A2161 (CDMA + GSM) (CA);$200.00;3 days;1620412139.0;8 May 2021 at 2:28:59am PDT;17.0;52.0
1552;Apple iPhone XS Max 256GB Gold Pristine Condition on Vodafone;GBP 0.99;1 day;1619927042.0;2 May 2021 at 11:44:02am PDT;11.0;32.0
622;Ribbit King (Nintendo GameCube 2004);$50.00;7 days;1620520050.0;9 May 2021 at 8:27:30pm PDT;11.0;30.0
2905;APPLE iPHONE XS 64GB SPACE GREY VERY HIGH SPECIFICATION UNLOCKED TO ALL NETWORKS;GBP 0.99;1 day;1619811475.0;1 May 2021 at 3:37:55am PDT;8.0;26.0
2642;Nintendo Wii Console Bundle - Homebrew Compatible - 25 Games - just Dance 2020;GBP 0.99;1 day;1620097625.0;4 May 2021 at 11:07:05am PDT;11.0;31.0
2336;Nintendo Game Boy Pokemon Red Edition Yellow Edition Blue Edition Pinball;EUR 1.00;7 days;1620328246.0;7 May 2021 at 3:10:46am PDT;11.0;25.0
2824;Nintendo Gameboy Color Game Pokemon Pinball GOOD CONDITION OVP CIB;EUR 1.00;7 days;1619888564.0;2 May 2021 at 1:02:44pm PDT;10.0;23.0
1452;Super mario land 1+ 2 gameboy Bundle ;GBP 5.00;3 days;1620531143.0;9 May 2021 at 11:32:23am PDT;4.0;8.0
2183;Samsung Galaxy S7 Edge - 32GB - Black (ATT) (Read Description) BG1075;$1.00;1 day;1619644973.0;29 Apr 2021 at 5:22:53pm PDT;16.0;35.0
450;IPhone xsmax 64gb Gold Refurbished Apple with 6 months warranty;EUR 1.00;7 days;1619671635.0;29 Apr 2021 at 12:47:15pm PDT;15.0;54.0
243;S19044 38x35x7mm Natural Labradorite Carved Flower Pendant Bead;$0.01;7 days;1620694305.0;11 May 2021 at 8:51:45pm PDT;4.0;12.0
1066;Apple iPhone 8 (PRODUCT) RED - 64GB - (without Simlock) A1905 (GSM);EUR 1.00;7 days;1621214681.0;17 May 2021 at 9:24:41am PDT;15.0;43.0
467;Unlocked Samsung Galaxy S7 Edge SM-G935 32GB Phone Black (Read Description);$0.99;5 days;1619925741.0;2 May 2021 at 11:22:21am PDT;12.0;29.0
3175;30 Golden Fluid Acrylic Paints all in 4oz bottles. All Brand New;$20.00;5 days;1620254517.0;6 May 2021 at 6:41:57pm PDT;11.0;56.0
2612;Apple iPhone XS 64GB Gold (without Simlock) * TOP *;EUR 1.99;5 days;1620083355.0;4 May 2021 at 7:09:15am PDT;14.0;50.0
1125;Lunar 2 Eternal Blue Complete PlayStation 1 PS1 RPG *SEALED GAME*;$1.00;7 days;1619984771.0;3 May 2021 at 3:46:11pm PDT;10.0;43.0
1762;SEGA Genesis 1 Black Home Console- 20 Games Cleaned and Tested OEM Controllers;$0.99;7 days;1621903423.0;25 May 2021 at 8:43:43pm PDT;17.0;66.0
2163;Apple iPhone 7+ - 128GB - Black (Unlocked) (Read Description) BI1004;$1.00;1 day;1619468512.0;27 Apr 2021 at 4:21:52pm PDT;10.0;30.0
1365;Vodafone Smart E8 mobile phone;GBP 1.00;7 days;1619914582.0;2 May 2021 at 8:16:22am PDT;7.0;20.0
2662;Ys Seven (Sony PSP 2010) Used complete with box game and manual!;$30.00;7 days;1621019254.0;15 May 2021 at 3:07:34pm PDT;9.0;31.0
1605;Apple iPhone 11 - 64GB-Black A2221 (without Simlock) BNIB;EUR 204.00;7 days;1621824582.0;24 May 2021 at 10:49:42am PDT;20.0;40.0
3155;Samsung Galaxy A40 64GB Unlocked Dual Sim SM-A405FN Blue Faulty;GBP 0.99;7 days;1619931024.0;2 May 2021 at 12:50:24pm PDT;11.0;23.0
1342;3D Dot Game Heroes (Sony PlayStation 3 / PS3);$9.99;7 days;1619381465.0;26 Apr 2021 at 4:11:05pm PDT;10.0;32.0
1789;Final Fantasy V Advance (Nintendo Game Boy Advance 2006) - CIB w/ box protector;C $19.99;5 days;1619292144.0;25 Apr 2021 at 3:22:24pm PDT;4.0;22.0
3134;Samsung Galaxy S20 FE SM-G780F/DS - 128GB - Cloud Lavender (Unlocked) 4G;GBP 1.00;7 days;1621809683.0;24 May 2021 at 6:41:23am PDT;9.0;32.0
1400;resident evil code veronica for gamecube Cib tested and in working condition;$70.00;7 days;1620435572.0;8 May 2021 at 8:59:32pm PDT;6.0;27.0
2314;New Crayola Globbles 3 Pack TikTok Squeezable Orbs Damaged Pkg;$0.99;7 days;1619844793.0;1 May 2021 at 12:53:13pm PDT;4.0;23.0
1916;Pokemon: Let's Go Eevee! VGA 95 Mint;$149.00;10 days;1619380801.0;26 Apr 2021 at 4:00:01pm PDT;10.0;40.0
3148;Apple iPhone XR (PRODUCT) RED - 256GB - (without Simlock) A2105 (GSM);EUR 1.00;10 days;1619913610.0;2 May 2021 at 8:00:10am PDT;11.0;42.0
1423;Nintendo Super Famicom Star Fox sfc cartridge only Japanese JP import ;$1.00;7 days;1620514839.0;9 May 2021 at 7:00:39pm PDT;5.0;16.0
2375;Apple MQ8L2B/A iPhone 8 Plus - 64GB - Space Grey (Unlocked);GBP 0.99;1 day;1620865406.0;13 May 2021 at 8:23:26am PDT;16.0;54.0
1970;Apple iPhone 6s - 64GB - Rose Gold (Unlocked) A1688 (CDMA + GSM);$0.99;7 days;1620171810.0;5 May 2021 at 7:43:30am PDT;10.0;21.0
1290;Lot of 23 jars Heat Embossing Powder glitter & colors ZING Stampendous ++;$0.99;7 days;1621126081.0;16 May 2021 at 8:48:01am PDT;5.0;18.0
1291;Pure Wool FabricBlue/Multicolour Check  RemnantEnd of roll  100 cm x 145 cm;GBP 0.99;3 days;1620788275.0;12 May 2021 at 10:57:55am PDT;6.0;18.0
